Antibiótico,Microrganismo,sítio,Ano,periodo,n_amostra,n_sensivel,Sensibilidade
Ceftaroline,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Ciprofloxacina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Clindamicina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Eritromicina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Linezolida,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Oxacilina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Penicilina ,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Rifampicina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Smx-Tmp,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Teicoplanina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Tetraciclinas,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Tobramicina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Vancomicina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Ampicilina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Cefadroxil,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Ceftaroline,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Ciprofloxacina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Clindamicina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Eritromicina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Linezolida,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Oxacilina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Penicilina ,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Rifampicina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Smx-Tmp,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Teicoplanina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Tetraciclinas,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Tobramicina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Vancomicina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Amicacina,Enterobacter Cloacae Complex,Fragmento Não Osseo,2023,2º sem. de 2023,17,7,41.0
Ampicilina/Sulbactam,Enterobacter Cloacae Complex,Fragmento Não Osseo,2023,2º sem. de 2023,17,7,41.0
Aztreonam,Enterobacter Cloacae Complex,Fragmento Não Osseo,2023,2º sem. de 2023,17,7,41.0
Cefepime,Enterobacter Cloacae Complex,Fragmento Não Osseo,2023,2º sem. de 2023,17,7,41.0
Cefotaxima,Enterobacter Cloacae Complex,Fragmento Não Osseo,2023,2º sem. de 2023,17,7,41.0
Ceftazidima,Enterobacter Cloacae Complex,Fragmento Não Osseo,2023,2º sem. de 2023,17,7,41.0
Ceftriaxona,Enterobacter Cloacae Complex,Fragmento Não Osseo,2023,2º sem. de 2023,17,7,41.0
Ciprofloxacina,Enterobacter Cloacae Complex,Fragmento Não Osseo,2023,2º sem. de 2023,17,7,41.0
Ertapenem,Enterobacter Cloacae Complex,Fragmento Não Osseo,2023,2º sem. de 2023,17,7,41.0
Gentamicina,Enterobacter Cloacae Complex,Fragmento Não Osseo,2023,2º sem. de 2023,17,7,41.0
Imipenem,Enterobacter Cloacae Complex,Fragmento Não Osseo,2023,2º sem. de 2023,17,7,41.0
Levofloxacim,Enterobacter Cloacae Complex,Fragmento Não Osseo,2023,2º sem. de 2023,17,7,41.0
Meropenem,Enterobacter Cloacae Complex,Fragmento Não Osseo,2023,2º sem. de 2023,17,7,41.0
Piperacilina/Tozobactan,Enterobacter Cloacae Complex,Fragmento Não Osseo,2023,2º sem. de 2023,17,7,41.0
Smx-Tmp,Enterobacter Cloacae Complex,Fragmento Não Osseo,2023,2º sem. de 2023,17,7,41.0
Tigeciclina,Enterobacter Cloacae Complex,Fragmento Não Osseo,2023,2º sem. de 2023,17,7,41.0
Tobramicina,Enterobacter Cloacae Complex,Fragmento Não Osseo,2023,2º sem. de 2023,17,7,41.0
Amicacina,Proteus Vulgaris,Fragmento Não Osseo,2023,2º sem. de 2023,17,15,88.0
Ampicilina/Sulbactam,Proteus Vulgaris,Fragmento Não Osseo,2023,2º sem. de 2023,17,15,88.0
Aztreonam,Proteus Vulgaris,Fragmento Não Osseo,2023,2º sem. de 2023,17,15,88.0
Cefepime,Proteus Vulgaris,Fragmento Não Osseo,2023,2º sem. de 2023,17,15,88.0
Cefotaxima,Proteus Vulgaris,Fragmento Não Osseo,2023,2º sem. de 2023,17,15,88.0
Ceftazidima,Proteus Vulgaris,Fragmento Não Osseo,2023,2º sem. de 2023,17,15,88.0
Ceftriaxona,Proteus Vulgaris,Fragmento Não Osseo,2023,2º sem. de 2023,17,15,88.0
Ciprofloxacina,Proteus Vulgaris,Fragmento Não Osseo,2023,2º sem. de 2023,17,15,88.0
Ertapenem,Proteus Vulgaris,Fragmento Não Osseo,2023,2º sem. de 2023,17,15,88.0
Gentamicina,Proteus Vulgaris,Fragmento Não Osseo,2023,2º sem. de 2023,17,15,88.0
Imipenem,Proteus Vulgaris,Fragmento Não Osseo,2023,2º sem. de 2023,17,15,88.0
Levofloxacim,Proteus Vulgaris,Fragmento Não Osseo,2023,2º sem. de 2023,17,15,88.0
Meropenem,Proteus Vulgaris,Fragmento Não Osseo,2023,2º sem. de 2023,17,15,88.0
Piperacilina/Tozobactan,Proteus Vulgaris,Fragmento Não Osseo,2023,2º sem. de 2023,17,15,88.0
Smx-Tmp,Proteus Vulgaris,Fragmento Não Osseo,2023,2º sem. de 2023,17,15,88.0
Tigeciclina,Proteus Vulgaris,Fragmento Não Osseo,2023,2º sem. de 2023,17,15,88.0
Tobramicina,Proteus Vulgaris,Fragmento Não Osseo,2023,2º sem. de 2023,17,15,88.0
Ampicilina,Staphylococcus Aureus,Secreção,2023,1º sem. de 2023,16,10,62.0
Cefadroxil,Staphylococcus Aureus,Secreção,2023,1º sem. de 2023,16,10,62.0
Cefazolina,Staphylococcus Aureus,Secreção,2023,1º sem. de 2023,16,10,62.0
Ceftaroline,Staphylococcus Aureus,Secreção,2023,1º sem. de 2023,16,10,62.0
Ciprofloxacina,Staphylococcus Aureus,Secreção,2023,1º sem. de 2023,16,10,62.0
Clindamicina,Staphylococcus Aureus,Secreção,2023,1º sem. de 2023,16,10,62.0
Eritromicina,Staphylococcus Aureus,Secreção,2023,1º sem. de 2023,16,10,62.0
Linezolida,Staphylococcus Aureus,Secreção,2023,1º sem. de 2023,16,10,62.0
Oxacilina,Staphylococcus Aureus,Secreção,2023,1º sem. de 2023,16,10,62.0
Penicilina ,Staphylococcus Aureus,Secreção,2023,1º sem. de 2023,16,10,62.0
Rifampicina,Staphylococcus Aureus,Secreção,2023,1º sem. de 2023,16,10,62.0
Smx-Tmp,Staphylococcus Aureus,Secreção,2023,1º sem. de 2023,16,10,62.0
Teicoplanina,Staphylococcus Aureus,Secreção,2023,1º sem. de 2023,16,10,62.0
Tetraciclinas,Staphylococcus Aureus,Secreção,2023,1º sem. de 2023,16,10,62.0
Tobramicina,Staphylococcus Aureus,Secreção,2023,1º sem. de 2023,16,10,62.0
Vancomicina,Staphylococcus Aureus,Secreção,2023,1º sem. de 2023,16,10,62.0
Ampicilina,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Cefadroxil,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Ceftaroline,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Ciprofloxacina,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Clindamicina,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Eritromicina,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Linezolida,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Oxacilina,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Penicilina ,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Rifampicina,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Smx-Tmp,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Teicoplanina,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Tetraciclinas,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Tobramicina,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Vancomicina,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Ampicilina,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Cefadroxil,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Ceftaroline,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Ciprofloxacina,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Clindamicina,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Eritromicina,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Linezolida,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Oxacilina,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Penicilina ,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Rifampicina,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Smx-Tmp,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Teicoplanina,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Tetraciclinas,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Tobramicina,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Vancomicina,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Ampicilina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,9,60.0
Cefadroxil,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,9,60.0
Cefazolina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,9,60.0
Ciprofloxacina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,9,60.0
Clindamicina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,9,60.0
Eritromicina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,9,60.0
Linezolida,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,9,60.0
Oxacilina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,9,60.0
Penicilina ,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,9,60.0
Rifampicina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,9,60.0
Smx-Tmp,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,9,60.0
Teicoplanina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,9,60.0
Tetraciclinas,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,9,60.0
Tobramicina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,9,60.0
Vancomicina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,9,60.0
Ampicilina,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,14,6,43.0
Cefadroxil,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,14,6,43.0
Ceftaroline,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,14,6,43.0
Ciprofloxacina,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,14,6,43.0
Clindamicina,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,14,6,43.0
Eritromicina,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,14,6,43.0
Linezolida,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,14,6,43.0
Oxacilina,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,14,6,43.0
Penicilina ,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,14,6,43.0
Smx-Tmp,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,14,6,43.0
Teicoplanina,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,14,6,43.0
Tetraciclinas,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,14,6,43.0
Tobramicina,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,14,6,43.0
Vancomicina,Staphylococcus Caprae,Hemocultura,2023,2º sem. de 2023,14,6,43.0
Amicacina,Escherichia Coli,Urocultura,2023,2º sem. de 2023,10,10,100.0
Amoxicilina/Ac. Clavulânico,Escherichia Coli,Urocultura,2023,2º sem. de 2023,10,10,100.0
Ampicilina,Escherichia Coli,Urocultura,2023,2º sem. de 2023,10,10,100.0
Cefadroxil,Escherichia Coli,Urocultura,2023,2º sem. de 2023,10,10,100.0
Ciprofloxacina,Escherichia Coli,Urocultura,2023,2º sem. de 2023,10,10,100.0
Fosfomicina,Escherichia Coli,Urocultura,2023,2º sem. de 2023,10,10,100.0
Gentamicina,Escherichia Coli,Urocultura,2023,2º sem. de 2023,10,10,100.0
Levofloxacim,Escherichia Coli,Urocultura,2023,2º sem. de 2023,10,10,100.0
Piperacilina/Tozobactan,Escherichia Coli,Urocultura,2023,2º sem. de 2023,10,10,100.0
Tobramicina,Escherichia Coli,Urocultura,2023,2º sem. de 2023,10,10,100.0
Ampicilina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Cefadroxil,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Ceftaroline,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Ciprofloxacina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Clindamicina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Eritromicina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Linezolida,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Oxacilina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Penicilina ,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Rifampicina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Smx-Tmp,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Teicoplanina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Tetraciclinas,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Tobramicina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Vancomicina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Ampicilina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Cefadroxil,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Ceftaroline,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Ciprofloxacina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Clindamicina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Eritromicina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Linezolida,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Oxacilina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Penicilina ,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Rifampicina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Smx-Tmp,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Teicoplanina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Tetraciclinas,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Tobramicina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Vancomicina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Ampicilina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Cefadroxil,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Ceftaroline,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Ciprofloxacina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Clindamicina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Eritromicina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Linezolida,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Oxacilina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Penicilina ,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Rifampicina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Smx-Tmp,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Teicoplanina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Tetraciclinas,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Tobramicina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Vancomicina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Ampicilina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,13,6,46.0
Cefadroxil,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,13,6,46.0
Ceftaroline,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,13,6,46.0
Ciprofloxacina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,13,6,46.0
Clindamicina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,13,6,46.0
Linezolida,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,13,6,46.0
Oxacilina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,13,6,46.0
Penicilina ,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,13,6,46.0
Rifampicina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,13,6,46.0
Smx-Tmp,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,13,6,46.0
Teicoplanina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,13,6,46.0
Tobramicina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,13,6,46.0
Vancomicina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,13,6,46.0
Amicacina,Klebsiella Pneumoniae,Hemocultura,2023,2º sem. de 2023,15,14,93.0
Ampicilina/Sulbactam,Klebsiella Pneumoniae,Hemocultura,2023,2º sem. de 2023,15,14,93.0
Ampicilina,Klebsiella Pneumoniae,Hemocultura,2023,2º sem. de 2023,15,14,93.0
Cefepime,Klebsiella Pneumoniae,Hemocultura,2023,2º sem. de 2023,15,14,93.0
Cefotaxima,Klebsiella Pneumoniae,Hemocultura,2023,2º sem. de 2023,15,14,93.0
Ceftriaxona,Klebsiella Pneumoniae,Hemocultura,2023,2º sem. de 2023,15,14,93.0
Ciprofloxacina,Klebsiella Pneumoniae,Hemocultura,2023,2º sem. de 2023,15,14,93.0
Ertapenem,Klebsiella Pneumoniae,Hemocultura,2023,2º sem. de 2023,15,14,93.0
Gentamicina,Klebsiella Pneumoniae,Hemocultura,2023,2º sem. de 2023,15,14,93.0
Imipenem,Klebsiella Pneumoniae,Hemocultura,2023,2º sem. de 2023,15,14,93.0
Levofloxacim,Klebsiella Pneumoniae,Hemocultura,2023,2º sem. de 2023,15,14,93.0
Meropenem,Klebsiella Pneumoniae,Hemocultura,2023,2º sem. de 2023,15,14,93.0
Piperacilina/Tozobactan,Klebsiella Pneumoniae,Hemocultura,2023,2º sem. de 2023,15,14,93.0
Smx-Tmp,Klebsiella Pneumoniae,Hemocultura,2023,2º sem. de 2023,15,14,93.0
Tobramicina,Klebsiella Pneumoniae,Hemocultura,2023,2º sem. de 2023,15,14,93.0
Amicacina,Escherichia Coli,Secreção Traqueal,2023,2º sem. de 2023,16,15,94.0
Ampicilina,Escherichia Coli,Secreção Traqueal,2023,2º sem. de 2023,16,15,94.0
Aztreonam,Escherichia Coli,Secreção Traqueal,2023,2º sem. de 2023,16,15,94.0
Cefepime,Escherichia Coli,Secreção Traqueal,2023,2º sem. de 2023,16,15,94.0
Cefotaxima,Escherichia Coli,Secreção Traqueal,2023,2º sem. de 2023,16,15,94.0
Ceftazidima,Escherichia Coli,Secreção Traqueal,2023,2º sem. de 2023,16,15,94.0
Ceftriaxona,Escherichia Coli,Secreção Traqueal,2023,2º sem. de 2023,16,15,94.0
Ciprofloxacina,Escherichia Coli,Secreção Traqueal,2023,2º sem. de 2023,16,15,94.0
Gentamicina,Escherichia Coli,Secreção Traqueal,2023,2º sem. de 2023,16,15,94.0
Imipenem,Escherichia Coli,Secreção Traqueal,2023,2º sem. de 2023,16,15,94.0
Levofloxacim,Escherichia Coli,Secreção Traqueal,2023,2º sem. de 2023,16,15,94.0
Meropenem,Escherichia Coli,Secreção Traqueal,2023,2º sem. de 2023,16,15,94.0
Piperacilina/Tozobactan,Escherichia Coli,Secreção Traqueal,2023,2º sem. de 2023,16,15,94.0
Smx-Tmp,Escherichia Coli,Secreção Traqueal,2023,2º sem. de 2023,16,15,94.0
Tigeciclina,Escherichia Coli,Secreção Traqueal,2023,2º sem. de 2023,16,15,94.0
Tobramicina,Escherichia Coli,Secreção Traqueal,2023,2º sem. de 2023,16,15,94.0
Amicacina,Klebsiella Spp,Urocultura,2023,2º sem. de 2023,16,5,31.0
Ampicilina,Klebsiella Spp,Urocultura,2023,2º sem. de 2023,16,5,31.0
Aztreonam,Klebsiella Spp,Urocultura,2023,2º sem. de 2023,16,5,31.0
Cefepime,Klebsiella Spp,Urocultura,2023,2º sem. de 2023,16,5,31.0
Cefotaxima,Klebsiella Spp,Urocultura,2023,2º sem. de 2023,16,5,31.0
Ceftazidima,Klebsiella Spp,Urocultura,2023,2º sem. de 2023,16,5,31.0
Ceftriaxona,Klebsiella Spp,Urocultura,2023,2º sem. de 2023,16,5,31.0
Ciprofloxacina,Klebsiella Spp,Urocultura,2023,2º sem. de 2023,16,5,31.0
Ertapenem,Klebsiella Spp,Urocultura,2023,2º sem. de 2023,16,5,31.0
Gentamicina,Klebsiella Spp,Urocultura,2023,2º sem. de 2023,16,5,31.0
Imipenem,Klebsiella Spp,Urocultura,2023,2º sem. de 2023,16,5,31.0
Levofloxacim,Klebsiella Spp,Urocultura,2023,2º sem. de 2023,16,5,31.0
Meropenem,Klebsiella Spp,Urocultura,2023,2º sem. de 2023,16,5,31.0
Piperacilina/Tozobactan,Klebsiella Spp,Urocultura,2023,2º sem. de 2023,16,5,31.0
Smx-Tmp,Klebsiella Spp,Urocultura,2023,2º sem. de 2023,16,5,31.0
Tobramicina,Klebsiella Spp,Urocultura,2023,2º sem. de 2023,16,5,31.0
Amicacina,Klebsiella Pneumoniae,Hemocultura,2023,2º sem. de 2023,16,15,94.0
Ampicilina/Sulbactam,Klebsiella Pneumoniae,Hemocultura,2023,2º sem. de 2023,16,15,94.0
Ampicilina,Klebsiella Pneumoniae,Hemocultura,2023,2º sem. de 2023,16,15,94.0
Cefepime,Klebsiella Pneumoniae,Hemocultura,2023,2º sem. de 2023,16,15,94.0
Cefotaxima,Klebsiella Pneumoniae,Hemocultura,2023,2º sem. de 2023,16,15,94.0
Ceftazidima,Klebsiella Pneumoniae,Hemocultura,2023,2º sem. de 2023,16,15,94.0
Ceftriaxona,Klebsiella Pneumoniae,Hemocultura,2023,2º sem. de 2023,16,15,94.0
Ciprofloxacina,Klebsiella Pneumoniae,Hemocultura,2023,2º sem. de 2023,16,15,94.0
Ertapenem,Klebsiella Pneumoniae,Hemocultura,2023,2º sem. de 2023,16,15,94.0
Gentamicina,Klebsiella Pneumoniae,Hemocultura,2023,2º sem. de 2023,16,15,94.0
Imipenem,Klebsiella Pneumoniae,Hemocultura,2023,2º sem. de 2023,16,15,94.0
Levofloxacim,Klebsiella Pneumoniae,Hemocultura,2023,2º sem. de 2023,16,15,94.0
Meropenem,Klebsiella Pneumoniae,Hemocultura,2023,2º sem. de 2023,16,15,94.0
Piperacilina/Tozobactan,Klebsiella Pneumoniae,Hemocultura,2023,2º sem. de 2023,16,15,94.0
Smx-Tmp,Klebsiella Pneumoniae,Hemocultura,2023,2º sem. de 2023,16,15,94.0
Tobramicina,Klebsiella Pneumoniae,Hemocultura,2023,2º sem. de 2023,16,15,94.0
Amicacina,Escherichia Coli,Urocultura,2023,2º sem. de 2023,11,9,82.0
Amoxicilina/Ac. Clavulânico,Escherichia Coli,Urocultura,2023,2º sem. de 2023,11,9,82.0
Ampicilina,Escherichia Coli,Urocultura,2023,2º sem. de 2023,11,9,82.0
Cefadroxil,Escherichia Coli,Urocultura,2023,2º sem. de 2023,11,9,82.0
Ciprofloxacina,Escherichia Coli,Urocultura,2023,2º sem. de 2023,11,9,82.0
Fosfomicina,Escherichia Coli,Urocultura,2023,2º sem. de 2023,11,9,82.0
Gentamicina,Escherichia Coli,Urocultura,2023,2º sem. de 2023,11,9,82.0
Levofloxacim,Escherichia Coli,Urocultura,2023,2º sem. de 2023,11,9,82.0
Piperacilina/Tozobactan,Escherichia Coli,Urocultura,2023,2º sem. de 2023,11,9,82.0
Smx-Tmp,Escherichia Coli,Urocultura,2023,2º sem. de 2023,11,9,82.0
Tobramicina,Escherichia Coli,Urocultura,2023,2º sem. de 2023,11,9,82.0
Amicacina,Pseudomonas Aeruginosa,Hemocultura,2023,1º sem. de 2023,11,0,0.0
Aztreonam,Pseudomonas Aeruginosa,Hemocultura,2023,1º sem. de 2023,11,0,0.0
Cefepime,Pseudomonas Aeruginosa,Hemocultura,2023,1º sem. de 2023,11,0,0.0
Ceftazidima,Pseudomonas Aeruginosa,Hemocultura,2023,1º sem. de 2023,11,0,0.0
Ciprofloxacina,Pseudomonas Aeruginosa,Hemocultura,2023,1º sem. de 2023,11,0,0.0
Imipenem,Pseudomonas Aeruginosa,Hemocultura,2023,1º sem. de 2023,11,0,0.0
